ensembl id;gene name;chrom;start;end
ENSG00000146476;ARMT1;6;151452258;151470101
ENSG00000120262;CCDC170;6;151494030;151621193
ENSG00000091831;ESR1;6;151656691;152129619
ENSG00000131018;SYNE1;6;152121684;152637801
ENSG00000120279;MYCT1;6;152697895;152724567
ENSG00000146469;VIP;6;152750798;152759765
ENSG00000112029;FBXO5;6;152970519;152983579
ENSG00000112031;MTRF1L;6;152987362;153002685
ENSG00000091844;RGS17;6;153004459;153131249
ENSG00000112038;OPRM1;6;154010496;154246867
ENSG00000074706;IPCEF1;6;154154496;154356792
ENSG00000153721;CNKSR3;6;154387504;154510659
ENSG00000213079;SCAF8;6;154733325;154834244
ENSG00000146426;TIAM2;6;154832697;155257723
ENSG00000029639;TFB1M;6;155257509;155314493
ENSG00000171217;CLDN20;6;155264013;155276548
ENSG00000074771;NOX3;6;155395370;155455903
ENSG00000049618;ARID1B;6;156777374;157210779
ENSG00000215712;TMEM242;6;157289386;157323601
ENSG00000175048;ZDHHC14;6;157381133;157678146
ENSG00000130340;SNX9;6;157700387;157945077
ENSG00000078269;SYNJ2;6;157981887;158099176
ENSG00000122335;SERAC1;6;158109515;158168270
ENSG00000272047;GTF2H5;6;158168352;158199344
ENSG00000130338;TULP4;6;158232236;158511828
ENSG00000146433;TMEM181;6;158536436;158635428
ENSG00000146425;DYNLT1;6;158636474;158644739
ENSG00000164674;SYTL3;6;158650014;158764876
ENSG00000092820;EZR;6;158765741;158819412
ENSG00000130363;RSPH3;6;158972871;159000187
ENSG00000164691;TAGAP;6;159034468;159045152
ENSG00000164694;FNDC1;6;159169397;159272109
ENSG00000112096;SOD2;6;159669057;159762529
ENSG00000146457;WTAP;6;159725585;159756319
ENSG00000120437;ACAT2;6;159760328;159779055
ENSG00000120438;TCP1;6;159778498;159789749
ENSG00000112110;MRPL18;6;159789812;159798436
ENSG00000146453;PNLDC1;6;159800249;159820704
ENSG00000130368;MAS1;6;159906690;159916530
ENSG00000197081;IGF2R;6;159969099;160113507
ENSG00000175003;SLC22A1;6;160121789;160158718
ENSG00000112499;SLC22A2;6;160171061;160277638
ENSG00000146477;SLC22A3;6;160348268;160452581
ENSG00000198670;LPA;6;160531483;160664259
ENSG00000122194;PLG;6;160702238;160753315
ENSG00000085511;MAP3K4;6;160991727;161117385
ENSG00000026652;AGPAT4;6;161129979;161274061
ENSG00000185345;PARK2;6;161347420;162727771
ENSG00000112530;PACRG;6;162727132;163315492
ENSG00000112531;QKI;6;163414000;163578596
ENSG00000112539;C6orf118;6;165279664;165309607
ENSG00000112541;PDE10A;6;165327287;165986603
ENSG00000164458;T;6;166157656;166168700
ENSG00000176381;PRR18;6;166305300;166308448
ENSG00000198818;SFT2D1;6;166319728;166342591
ENSG00000060762;MPC1;6;166364919;166383013
ENSG00000071242;RPS6KA2;6;166409364;166906451
ENSG00000249141;RP11-514O12.4;6;166858094;166956124
ENSG00000026297;RNASET2;6;166929504;166957191
ENSG00000213066;FGFR1OP;6;166999182;167052713
ENSG00000112486;CCR6;6;167111807;167139696
ENSG00000166984;TCP10L2;6;167146414;167196913
ENSG00000120436;GPR31;6;167156271;167158329
ENSG00000112494;UNC93A;6;167271169;167316019
ENSG00000120440;TTLL2;6;167325086;167359503
ENSG00000203690;TCP10;6;167357031;167384510
ENSG00000130396;AFDN;6;167826922;167972023
ENSG00000125337;KIF25;6;167996241;168045089
ENSG00000153303;FRMD1;6;168055745;168081557
ENSG00000164488;DACT2;6;168292830;168319754
ENSG00000112562;SMOC2;6;168441151;168673445
ENSG00000186340;THBS2;6;169215780;169254044
ENSG00000184465;WDR27;6;169457212;169702048
ENSG00000185127;C6orf120;6;169702190;169704856
ENSG00000130024;PHF10;6;169703905;169725566
ENSG00000184786;TCTE3;6;169740114;169751587
ENSG00000130023;ERMARD;6;169751622;169781584
ENSG00000198719;DLL1;6;170282206;170306565
ENSG00000112584;FAM120B;6;170290703;170407065
ENSG00000008018;PSMB1;6;170535117;170553341
ENSG00000112592;TBP;6;170554302;170572870
ENSG00000071994;PDCD2;6;170575295;170584692
ENSG00000177706;FAM20C;7;192969;260745
ENSG00000248767;WI2-2373I1.1;7;290170;294422
ENSG00000197461;PDGFA;7;497258;520296
ENSG00000188191;PRKAR1B;7;549197;727650
ENSG00000164818;DNAAF5;7;726701;786475
ENSG00000164828;SUN1;7;816615;896435
ENSG00000239857;GET4;7;876552;896436
ENSG00000105963;ADAP1;7;897901;955407
ENSG00000240230;COX19;7;898778;975599
ENSG00000073067;CYP2W1;7;983199;989640
ENSG00000146540;C7orf50;7;996986;1138260
ENSG00000164849;GPR146;7;1044576;1059261
ENSG00000164850;GPER1;7;1082208;1093815
ENSG00000178381;ZFAND2A;7;1152071;1160759
ENSG00000164853;UNCX;7;1232907;1237318
ENSG00000164877;MICALL2;7;1428465;1459502
ENSG00000164880;INTS1;7;1470277;1504367
ENSG00000198517;MAFK;7;1530714;1543043
ENSG00000164855;TMEM184A;7;1542235;1560821
ENSG00000157778;PSMG3;7;1567330;1571005
ENSG00000225968;ELFN1;7;1688119;1747954
ENSG00000002822;MAD1L1;7;1815793;2233243
ENSG00000122687;MRM2;7;2234231;2242198
ENSG00000106268;NUDT1;7;2242222;2251146
ENSG00000106266;SNX8;7;2251770;2354318
ENSG00000106263;EIF3B;7;2354086;2380745
ENSG00000136213;CHST12;7;2403560;2448483
ENSG00000275572;GRIFIN;7;2474844;2476894
ENSG00000106003;LFNG;7;2512529;2529177
ENSG00000106009;BRAT1;7;2537877;2555727
ENSG00000106012;IQCE;7;2558972;2614734
ENSG00000136295;TTYH3;7;2631951;2664802
ENSG00000174945;AMZ1;7;2679522;2775500
ENSG00000146535;GNA12;7;2728112;2844324
ENSG00000198286;CARD11;7;2906141;3043945
ENSG00000146555;SDK1;7;3301448;4269000
ENSG00000164916;FOXK1;7;4682309;4771443
ENSG00000242802;AP5Z1;7;4775622;4794312
ENSG00000157927;RADIL;7;4797055;4883719
ENSG00000218823;PAPOLB;7;4857733;4861994
ENSG00000136297;MMD2;7;4905989;4959213
ENSG00000272968;RBAK-RBAKDN;7;4983718;5073221
ENSG00000146587;RBAK;7;5045821;5069488
ENSG00000157954;WIPI2;7;5190188;5233826
ENSG00000164638;SLC29A4;7;5274369;5306870
ENSG00000182095;TNRC18;7;5306790;5425414
ENSG00000155034;FBXL18;7;5431335;5513798
ENSG00000075624;ACTB;7;5527151;5563784
ENSG00000075618;FSCN1;7;5592823;5606655
ENSG00000011275;RNF216;7;5620047;5781739
ENSG00000122543;OCM;7;5879827;5886362
ENSG00000122674;CCZ1;7;5898725;5926550
ENSG00000155026;RSPH10B;7;5925550;5970683
ENSG00000122512;PMS2;7;5973239;6009125
ENSG00000106305;AIMP2;7;6009245;6023834
ENSG00000086232;EIF2AK1;7;6022244;6059230
ENSG00000157999;ANKRD61;7;6031376;6036386
ENSG00000106346;USP42;7;6104884;6161564
ENSG00000008256;CYTH3;7;6161776;6272644
ENSG00000178397;FAM220A;7;6329409;6348981
ENSG00000136238;RAC1;7;6374523;6403977
ENSG00000164535;DAGLB;7;6409126;6484190
ENSG00000136240;KDELR2;7;6445953;6484242
ENSG00000215045;GRID2IP;7;6497462;6551436
ENSG00000136247;ZDHHC4;7;6577434;6589374
ENSG00000146576;C7orf26;7;6590017;6608726
ENSG00000236609;ZNF853;7;6615617;6624290
ENSG00000205903;ZNF316;7;6637322;6656432
ENSG00000164631;ZNF12;7;6688433;6706923
ENSG00000169402;RSPH10B2;7;6754109;6799365
ENSG00000146574;CCZ1B;7;6794134;6826770
ENSG00000106392;C1GALT1;7;7156934;7248651
ENSG00000215018;COL28A1;7;7356203;7535853
ENSG00000164654;MIOS;7;7566872;7608929
ENSG00000106399;RPA3;7;7636518;7718607
ENSG00000219545;UMAD1;7;7640711;7968020
ENSG00000106415;GLCCI1;7;7968794;8094272
ENSG00000003147;ICA1;7;8113184;8262687
ENSG00000122584;NXPH1;7;8433955;8752963
ENSG00000189043;NDUFA4;7;10931951;10940256
ENSG00000106443;PHF14;7;10973872;11169630
ENSG00000005108;THSD7A;7;11370357;11832198
ENSG00000106460;TMEM106B;7;12211241;12243367
ENSG00000146530;VWDE;7;12330885;12403941
ENSG00000226690;AC005281.1;7;12483344;12541910
ENSG00000006747;SCIN;7;12570577;12660179
ENSG00000122644;ARL4A;7;12686856;12690934
ENSG00000006468;ETV1;7;13891228;13991425
ENSG00000136267;DGKB;7;14145049;14974777
ENSG00000187546;AGMO;7;15200318;15562015
ENSG00000106511;MEOX2;7;15611212;15686812
ENSG00000214960;ISPD;7;16087527;16421322
ENSG00000171243;SOSTDC1;7;16461481;16530580
ENSG00000205858;LRRC72;7;16526880;16581568
ENSG00000106524;ANKMY2;7;16599776;16645817
ENSG00000136261;BZW2;7;16646131;16706523
ENSG00000106537;TSPAN13;7;16753535;16784536
ENSG00000106541;AGR2;7;16791811;16833433
ENSG00000173467;AGR3;7;16859405;16881987
ENSG00000106546;AHR;7;17298622;17346152
ENSG00000283321;RP11-507K12.1;7;17299295;17467234
ENSG00000071189;SNX13;7;17790761;17940501
ENSG00000229937;PRPS1L1;7;18026774;18027863
ENSG00000048052;HDAC9;7;18086949;19002416
ENSG00000122691;TWIST1;7;19020991;19117672
ENSG00000146618;FERD3L;7;19144782;19145421
ENSG00000105849;TWISTNB;7;19695462;19709087
ENSG00000173452;TMEM196;7;19719310;19773598
ENSG00000183742;MACC1;7;20134655;20217404
ENSG00000105855;ITGB8;7;20330702;20415754
ENSG00000004846;ABCB5;7;20615207;20777038
ENSG00000164651;SP8;7;20782283;20786886
ENSG00000105866;SP4;7;21428034;21514822
ENSG00000105877;DNAH11;7;21543215;21901839
ENSG00000164649;CDCA7L;7;21900900;21946084
ENSG00000136237;RAPGEF5;7;22118238;22357144
ENSG00000105889;STEAP1B;7;22419444;22632925
ENSG00000136244;IL6;7;22725884;22732002
ENSG00000196683;TOMM7;7;22812628;22822852
ENSG00000122591;FAM126A;7;22889371;23014130
ENSG00000122550;KLHL7;7;23105758;23177914
ENSG00000136243;NUPL2;7;23181827;23201011
ENSG00000136235;GPNMB;7;23235967;23275108
ENSG00000156928;MALSU1;7;23298739;23311729
ENSG00000136231;IGF2BP3;7;23310209;23470467
ENSG00000164548;TRA2A;7;23504780;23532041
ENSG00000169193;CCDC126;7;23597379;23644708
ENSG00000188732;FAM221A;7;23680130;23703249
ENSG00000196335;STK31;7;23710167;23832513
ENSG00000122585;NPY;7;24284163;24291865
ENSG00000105926;MPP6;7;24573268;24694193
ENSG00000105928;DFNA5;7;24698353;24758113
ENSG00000070882;OSBPL3;7;24796539;24981634
ENSG00000172115;CYCS;7;25120091;25125361
ENSG00000153790;C7orf31;7;25134697;25180356
ENSG00000105954;NPVF;7;25224570;25228486
ENSG00000050344;NFE2L3;7;26152240;26187125
ENSG00000122566;HNRNPA2B1;7;26189927;26201529
ENSG00000122565;CBX3;7;26201162;26213356
ENSG00000086300;SNX10;7;26291895;26374329
ENSG00000005020;SKAP2;7;26667062;26995239
ENSG00000105991;HOXA1;7;27092993;27095996
ENSG00000105996;HOXA2;7;27100354;27102811
ENSG00000105997;HOXA3;7;27106184;27152581
ENSG00000197576;HOXA4;7;27128507;27130799
ENSG00000106004;HOXA5;7;27141052;27143668
ENSG00000106006;HOXA6;7;27145396;27150603
ENSG00000122592;HOXA7;7;27153716;27157936
ENSG00000078399;HOXA9;7;27162435;27175180
ENSG00000257184;HOXA10-HOXA9;7;27163535;27180013
ENSG00000253293;HOXA10;7;27170591;27180261
ENSG00000005073;HOXA11;7;27181510;27185223
ENSG00000106031;HOXA13;7;27193503;27200106
ENSG00000106038;EVX1;7;27242700;27250493
ENSG00000106049;HIBADH;7;27525442;27662995
ENSG00000106052;TAX1BP1;7;27739331;27844564
ENSG00000153814;JAZF1;7;27830573;28180743
ENSG00000146592;CREB5;7;28299321;28825894
ENSG00000255690;TRIL;7;28953358;28958292
ENSG00000106066;CPVL;7;28995231;29195451
ENSG00000106069;CHN2;7;29122274;29514328
ENSG00000176532;PRR15;7;29563811;29567295
ENSG00000122574;WIPF3;7;29806486;29917066
ENSG00000136193;SCRN1;7;29920103;29990289
ENSG00000106080;FKBP14;7;30010587;30026684
ENSG00000106086;PLEKHA8;7;30027404;30130483
ENSG00000180354;MTURN;7;30134810;30162762
ENSG00000180233;ZNRF2;7;30284307;30367692
ENSG00000281593;GS1-114I9.3;7;30362400;30412502
ENSG00000106100;NOD1;7;30424527;30478784
ENSG00000006625;GGCT;7;30496621;30504844
ENSG00000281039;RP4-777O23.3;7;30497077;30550761
ENSG00000106105;GARS;7;30594681;30634033
ENSG00000106113;CRHR2;7;30651943;30700129
ENSG00000241644;INMT;7;30697985;30757602
ENSG00000254959;INMT-MINDY4;7;30752137;30892081
ENSG00000106125;MINDY4;7;30771417;30892387
ENSG00000250424;RP5-877J2.1;7;30852273;30923812
ENSG00000240583;AQP1;7;30911694;30925516
ENSG00000106128;GHRHR;7;30938669;30993254
ENSG00000078549;ADCYAP1R1;7;31052461;31111479
ENSG00000164600;NEUROD6;7;31337461;31340894
ENSG00000180347;CCDC129;7;31514071;31658720
ENSG00000106341;PPP1R17;7;31686715;31708455
ENSG00000154678;PDE1C;7;31751179;32299329
ENSG00000106355;LSM5;7;32485332;32495283
ENSG00000105778;AVL9;7;32495426;32588721
ENSG00000170852;KBTBD2;7;32868172;32894131
ENSG00000122642;FKBP9;7;32957404;33006931
ENSG00000122643;NT5C3A;7;33014114;33062797
ENSG00000164610;RP9;7;33094797;33109401
ENSG00000122507;BBS9;7;33129244;33606068
ENSG00000164619;BMPER;7;33904911;34155872
ENSG00000187258;NPSR1;7;34658239;34878332
ENSG00000173852;DPY19L1;7;34928876;35038271
ENSG00000164532;TBX20;7;35202430;35254147
ENSG00000122557;HERPUD2;7;35632659;35695571
ENSG00000122545;SEPT7;7;35800932;35907105
ENSG00000122547;EEPD1;7;36153149;36301543
ENSG00000164542;KIAA0895;7;36324221;36390125
ENSG00000011426;ANLN;7;36389806;36453791
ENSG00000136250;AOAH;7;36512949;36724549
ENSG00000155849;ELMO1;7;36854361;37449249
ENSG00000187037;GPR141;7;37683796;37833788
ENSG00000086289;EPDR1;7;37683843;37951941
ENSG00000086288;NME8;7;37848597;37900401
ENSG00000106483;SFRP4;7;37905932;38025695
ENSG00000010270;STARD3NL;7;38178222;38230671
ENSG00000078053;AMPH;7;38383704;38631567
ENSG00000006715;VPS41;7;38722963;38932394
ENSG00000106536;POU6F2;7;38977998;39493095
ENSG00000241127;YAE1D1;7;39566376;39610320
ENSG00000006451;RALA;7;39623483;39708124
ENSG00000065883;CDK13;7;39950037;40097134
ENSG00000168303;MPLKIP;7;40126023;40134659
ENSG00000175600;SUGCT;7;40134977;40860763
ENSG00000122641;INHBA;7;41667168;41705834
ENSG00000106571;GLI3;7;41960950;42237870
ENSG00000136197;C7orf25;7;42908726;42912305
ENSG00000256646;RP11-111K18.1;7;42909273;42932174
ENSG00000106588;PSMA2;7;42916857;42932223
ENSG00000106591;MRPL32;7;42932200;42948958
ENSG00000002746;HECW1;7;43112599;43566001
ENSG00000164543;STK17A;7;43582758;43626786
ENSG00000106603;COA1;7;43608456;43729717
ENSG00000106605;BLVRA;7;43758680;43807342
ENSG00000062582;MRPS24;7;43866558;43869893
ENSG00000270617;URGCP-MRPS24;7;43866558;43906589
ENSG00000106608;URGCP;7;43875894;43926411
ENSG00000078967;UBE2D4;7;43926438;43956136
ENSG00000136206;SPDYE1;7;44000889;44010122
ENSG00000136279;DBNL;7;44044640;44069456
ENSG00000164708;PGAM2;7;44062727;44065587
ENSG00000122678;POLM;7;44072247;44082540
ENSG00000106624;AEBP1;7;44104361;44114562
ENSG00000106628;POLD2;7;44114681;44124358
ENSG00000106631;MYL7;7;44138864;44141332
ENSG00000106633;GCK;7;44144271;44198170
ENSG00000106636;YKT6;7;44200968;44214294
ENSG00000058404;CAMK2B;7;44217150;44334577
ENSG00000015676;NUDCD3;7;44379121;44490880
ENSG00000015520;NPC1L1;7;44512535;44541315
ENSG00000136271;DDX56;7;44565417;44575051
ENSG00000158604;TMED4;7;44577894;44582287
ENSG00000105953;OGDH;7;44606572;44709066
ENSG00000122515;ZMIZ2;7;44748581;44769881
ENSG00000196262;PPIA;7;44796680;44824564
ENSG00000105968;H2AFV;7;44826791;44848083
ENSG00000146676;PURB;7;44876293;44885361
ENSG00000136286;MYO1G;7;44962662;44979098
ENSG00000136280;CCM2;7;44999475;45076469
ENSG00000136274;NACAD;7;45080438;45088914
ENSG00000136270;TBRG4;7;45100100;45112047
ENSG00000122679;RAMP3;7;45157791;45186302
ENSG00000164742;ADCY1;7;45574140;45723116
ENSG00000283247;RP11-638I8.1;7;45860008;45873082
ENSG00000146678;IGFBP1;7;45888357;45893668
ENSG00000146674;IGFBP3;7;45912245;45921874
ENSG00000136205;TNS3;7;47275154;47582558
ENSG00000136273;HUS1;7;47695730;47979581
ENSG00000158683;PKD1L1;7;47774652;47948491
ENSG00000164744;SUN3;7;47987148;48029119
ENSG00000164746;C7orf57;7;48035511;48061304
ENSG00000183696;UPP1;7;48088628;48108733
ENSG00000179869;ABCA13;7;48171458;48647496
ENSG00000188730;VWC2;7;49773661;49921950
ENSG00000042813;ZPBP;7;49850421;50121329
ENSG00000164500;C7orf72;7;50096036;50159830
ENSG00000185811;IKZF1;7;50304124;50405101
ENSG00000132436;FIGNL1;7;50444128;50542535
ENSG00000132437;DDC;7;50458436;50565457
ENSG00000106070;GRB10;7;50590063;50793462
ENSG00000106078;COBL;7;51016212;51316818
ENSG00000221900;POM121L12;7;53035642;53036924
ENSG00000170419;VSTM2A;7;54542325;54571080
ENSG00000132432;SEC61G;7;54752250;54759974
ENSG00000146648;EGFR;7;55019021;55211628
ENSG00000132434;LANCL2;7;55365448;55433742
ENSG00000154978;VOPP1;7;55436056;55572988
ENSG00000154997;SEPT14;7;55793544;55862789
ENSG00000249773;RP11-15K19.2;7;55887277;55955239
ENSG00000178665;ZNF713;7;55887475;55942225
ENSG00000146729;GBAS;7;55951793;56000181
ENSG00000239789;MRPS17;7;55951819;55956501
ENSG00000146733;PSPH;7;56011051;56051604
ENSG00000146731;CCT6A;7;56051630;56063989
ENSG00000129103;SUMF2;7;56064002;56080670
ENSG00000164776;PHKG1;7;56080283;56092996
ENSG00000106153;CHCHD2;7;56101569;56106576
ENSG00000185290;NUPR2;7;56114681;56116400
ENSG00000185177;ZNF479;7;57119614;57139864
ENSG00000182111;ZNF716;7;57450177;57473546
ENSG00000241149;RP11-561N12.2;7;63998874;64016130
ENSG00000214652;ZNF727;7;64045443;64078549
ENSG00000223614;ZNF735;7;64207090;64220508
ENSG00000197123;ZNF679;7;64228474;64266931
ENSG00000234444;ZNF736;7;64307459;64354860
ENSG00000173041;ZNF680;7;64519884;64563106
ENSG00000196247;ZNF107;7;64666083;64711582
ENSG00000197008;ZNF138;7;64794388;64833681
ENSG00000198039;ZNF273;7;64870172;64930966
ENSG00000152926;ZNF117;7;64971776;65006684
ENSG00000213462;ERV3-1;7;64990809;65006743
ENSG00000146757;ZNF92;7;65373799;65401135
ENSG00000196715;VKORC1L1;7;65873267;65959563
ENSG00000169919;GUSB;7;65960684;65982314
ENSG00000126522;ASL;7;66075798;66093558
ENSG00000249319;AC068533.7;7;66087761;66152277
ENSG00000241258;CRCP;7;66114604;66154568
ENSG00000169902;TPST1;7;66205199;66420543
ENSG00000243335;KCTD7;7;66628767;66649067
ENSG00000284461;RABGEF1;7;66628958;66811459
ENSG00000154710;RABGEF1;7;66682164;66811464
ENSG00000106609;TMEM248;7;66921225;66958551
ENSG00000126524;SBDS;7;66987677;66995601
ENSG00000198874;TYW1;7;66995173;67239519
ENSG00000158321;AUTS2;7;69598919;70793068
ENSG00000185274;WBSCR17;7;71132169;71713600
ENSG00000183166;CALN1;7;71779491;72447151
ENSG00000277149;TYW1B;7;72558744;72828198
ENSG00000196313;POM121;7;72879365;72951440
ENSG00000155428;TRIM74;7;72959485;72969466
ENSG00000130305;NSUN5;7;73302517;73308867
ENSG00000146755;TRIM50;7;73312539;73328082
ENSG00000077800;FKBP6;7;73328164;73358637
ENSG00000188763;FZD9;7;73433783;73436120
ENSG00000009954;BAZ1B;7;73440398;73522278
ENSG00000106635;BCL7B;7;73536356;73558002
ENSG00000106638;TBL2;7;73568932;73578791
ENSG00000009950;MLXIPL;7;73593194;73624543
ENSG00000176428;VPS37D;7;73667825;73672112
ENSG00000176410;DNAJC30;7;73680969;73683453
ENSG00000071462;WBSCR22;7;73683025;73705161
ENSG00000106089;STX1A;7;73699206;73719672
ENSG00000106077;ABHD11;7;73736094;73738867
ENSG00000165215;CLDN3;7;73768997;73770270
ENSG00000189143;CLDN4;7;73799542;73832693
ENSG00000165171;WBSCR27;7;73834590;73842535
ENSG00000175877;WBSCR28;7;73861159;73865893
ENSG00000049540;ELN;7;74027789;74069907
ENSG00000106683;LIMK1;7;74082933;74122525
ENSG00000106682;EIF4H;7;74174245;74197101
ENSG00000086730;LAT2;7;74199652;74229834
ENSG00000049541;RFC2;7;74231499;74254458
ENSG00000106665;CLIP2;7;74289475;74405943
ENSG00000006704;GTF2IRD1;7;74453790;74602604
ENSG00000263001;GTF2I;7;74657667;74760692
ENSG00000158517;NCF1;7;74773962;74789315
ENSG00000196275;GTF2IRD2;7;74796144;74851551
ENSG00000274070;GATSL2;7;74964818;75024798
ENSG00000274523;RCC1L;7;75027122;75074228
ENSG00000174428;GTF2IRD2B;7;75092573;75149817
ENSG00000178809;TRIM73;7;75395063;75410996
ENSG00000272391;POM121C;7;75416787;75486271
ENSG00000170092;SPDYE5;7;75493625;75504304
ENSG00000127946;HIP1;7;75533300;75738962
ENSG00000006606;CCL26;7;75769533;75789896
ENSG00000106178;CCL24;7;75811665;75823356
ENSG00000005486;RHBDD2;7;75842602;75888926
ENSG00000127948;POR;7;75899200;75986855
ENSG00000189077;TMEM120A;7;75986837;75994659
ENSG00000127952;STYXL1;7;75996338;76048004
ENSG00000146701;MDH2;7;76048051;76067508
ENSG00000177679;SRRM3;7;76201900;76287288
ENSG00000106211;HSPB1;7;76302544;76304295
ENSG00000170027;YWHAG;7;76326794;76359031
ENSG00000146700;SSC4D;7;76389334;76409695
ENSG00000188372;ZP3;7;76397518;76442071
ENSG00000091073;DTX2;7;76461676;76505995
ENSG00000243566;UPK3B;7;76510428;76516521
ENSG00000185040;SPDYE16;7;76531319;76541459
ENSG00000146707;POMZP3;7;76609986;76627261
ENSG00000135205;CCDC146;7;77122434;77329533
ENSG00000127951;FGL2;7;77193371;77199848
ENSG00000186088;GSAP;7;77310751;77416400
ENSG00000127947;PTPN12;7;77537275;77640071
ENSG00000187257;RSBN1L;7;77696443;77783022
ENSG00000135211;TMEM60;7;77793728;77798580
ENSG00000006576;PHTF2;7;77798792;77957503
ENSG00000187391;MAGI2;7;78017057;79453574
ENSG00000127955;GNAI1;7;80133955;80219402
ENSG00000135218;CD36;7;80369575;80679277
ENSG00000214415;GNAT3;7;80458671;80512020
ENSG00000075223;SEMA3C;7;80742538;80922359
ENSG00000019991;HGF;7;81699006;81770438
ENSG00000153956;CACNA2D1;7;81946444;82443798
ENSG00000186472;PCLO;7;82754013;83162930
ENSG00000170381;SEMA3E;7;83363906;83649010
ENSG00000075213;SEMA3A;7;83955777;84492724
ENSG00000153993;SEMA3D;7;84995553;85186855
ENSG00000198822;GRM3;7;86643914;86864884
ENSG00000164659;KIAA1324L;7;86876906;87059699
ENSG00000135164;DMTF1;7;87152361;87196337
ENSG00000135185;TMEM243;7;87196160;87220587
ENSG00000005469;CROT;7;87345681;87399795
ENSG00000005471;ABCB4;7;87401697;87480435
ENSG00000085563;ABCB1;7;87503633;87713323
ENSG00000105784;RUNDC3B;7;87627548;87832296
ENSG00000075303;SLC25A40;7;87833568;87876357
ENSG00000006634;DBF4;7;87876216;87909541
ENSG00000008277;ADAM22;7;87934143;88202889
ENSG00000075142;SRI;7;88205118;88226993
ENSG00000127954;STEAP4;7;88270892;88306891
ENSG00000182348;ZNF804B;7;88759368;89337057
ENSG00000164645;C7orf62;7;88794106;88795721
ENSG00000164647;STEAP1;7;90154375;90164829
ENSG00000157214;STEAP2;7;90167590;90238137
ENSG00000105792;CFAP69;7;90245174;90311063
ENSG00000283267;CTB-16J4.1;7;90316503;90321308
ENSG00000105793;GTPBP10;7;90335223;90391455
ENSG00000157224;CLDN12;7;90383721;90513402
ENSG00000058091;CDK14;7;90466424;91210590
ENSG00000157240;FZD1;7;91264364;91271326
ENSG00000127989;MTERF1;7;91692008;91880720
ENSG00000127914;AKAP9;7;91940867;92110673
ENSG00000001630;CYP51A1;7;92112151;92142952
ENSG00000240720;LRRD1;7;92112159;92179531
ENSG00000001631;KRIT1;7;92198969;92246166
ENSG00000001629;ANKIB1;7;92246234;92401384
ENSG00000157259;GATAD1;7;92447453;92458836
ENSG00000242950;ERVW-1;7;92468380;92477986
ENSG00000127980;PEX1;7;92487020;92528531
ENSG00000127993;RBM48;7;92528773;92538005
ENSG00000234545;FAM133B;7;92560793;92590394
ENSG00000105810;CDK6;7;92604921;92836594
ENSG00000205413;SAMD9;7;93099513;93118023
ENSG00000177409;SAMD9L;7;93130055;93148369
ENSG00000188175;HEPACAM2;7;93188586;93226524
ENSG00000004766;VPS50;7;93232340;93361121
ENSG00000004948;CALCR;7;93424487;93574730
ENSG00000127928;GNGT1;7;93591573;93911265
ENSG00000105825;TFPI2;7;93885397;93890991
ENSG00000127920;GNG11;7;93921699;93928610
ENSG00000105829;BET1;7;93962762;94004382
ENSG00000164692;COL1A2;7;94394561;94431232
ENSG00000127995;CASD1;7;94509219;94557019
ENSG00000127990;SGCE;7;94585230;94656209
ENSG00000242265;PEG10;7;94656325;94669695
ENSG00000158528;PPP1R9A;7;94907202;95296415
ENSG00000236197;AC002429.5;7;95035731;95214332
ENSG00000005421;PON1;7;95297676;95324707
ENSG00000105852;PON3;7;95359944;95396368
ENSG00000105854;PON2;7;95404863;95435329
ENSG00000005981;ASB4;7;95478444;95540232
ENSG00000004799;PDK4;7;95583499;95596491
ENSG00000158560;DYNC1I1;7;95772506;96110322
ENSG00000004864;SLC25A13;7;96120220;96322147
ENSG00000127922;SEM1;7;96481626;96709891
ENSG00000006377;DLX6;7;97005548;97011039
ENSG00000105880;DLX5;7;97020392;97025097
ENSG00000196636;SDHAF3;7;97116590;97181763
ENSG00000006128;TAC1;7;97731908;97740472
ENSG00000070669;ASNS;7;97852118;97872542
ENSG00000135175;OCM2;7;97984684;97991169
ENSG00000164715;LMTK2;7;98106885;98209633
ENSG00000180535;BHLHA15;7;98211427;98212979
ENSG00000205356;TECPR1;7;98214624;98252251
ENSG00000164713;BRI3;7;98252379;98310441
ENSG00000006453;BAIAP2L1;7;98291651;98401068
ENSG00000106236;NPTX2;7;98617297;98629868
ENSG00000166448;TMEM130;7;98846488;98870771
ENSG00000196367;TRRAP;7;98877933;99013243
ENSG00000198742;SMURF1;7;99027438;99144100
ENSG00000185467;KPNA7;7;99173574;99207506
ENSG00000284292;RP5-900K19.2;7;99325879;99394653
ENSG00000241685;ARPC1A;7;99325910;99366262
ENSG00000130429;ARPC1B;7;99374249;99394801
ENSG00000106244;PDAP1;7;99392048;99408829
ENSG00000106245;BUD31;7;99408641;99419616
ENSG00000106246;PTCD1;7;99416739;99466163
ENSG00000248919;ATP5J2-PTCD1;7;99419749;99466197
ENSG00000160917;CPSF4;7;99438922;99457371
ENSG00000241468;ATP5J2;7;99448475;99466331
ENSG00000198556;ZNF789;7;99472841;99503650
ENSG00000160908;ZNF394;7;99486519;99500324
ENSG00000196652;ZKSCAN5;7;99504651;99534700
ENSG00000221909;FAM200A;7;99546308;99558536
ENSG00000197343;ZNF655;7;99558406;99576453
