ID	chrom	start	end	Name
MI0019295	6	35664717	35664789	hsa-mir-5690
MI0016433	6	36622436	36622512	hsa-mir-3925
MI0016810	6	37555365	37555422	hsa-mir-4462
MI0033670	6	39074314	39074381	hsa-mir-9983
MI0017268	6	41598723	41598788	hsa-mir-4641
MI0033422	6	41733554	41733610	hsa-mir-10398
MI0022681	6	43434542	43434620	hsa-mir-6780b
MI0017274	6	44254206	44254285	hsa-mir-4647
MI0017269	6	44435641	44435722	hsa-mir-4642
MI0003594	6	45197674	45197770	hsa-mir-586
MI0000490	6	52144349	52144434	hsa-mir-206
MI0000822	6	52148923	52149041	hsa-mir-133b
MI0019287	6	53276993	53277071	hsa-mir-5685
MI0014168	6	57390132	57390212	hsa-mir-548u
MI0000254	6	71376960	71377031	hsa-mir-30c-2
MI0000088	6	71403551	71403621	hsa-mir-30a
MI0015890	6	72967687	72967753	hsa-mir-4282
MI0016811	6	75428407	75428473	hsa-mir-4463
MI0033671	6	78539263	78539309	hsa-mir-10524
MI0016812	6	90312742	90312833	hsa-mir-4464
MI0017270	6	91521660	91521737	hsa-mir-4643
MI0003939	6	98024531	98024621	hsa-mir-2113
MI0016813	6	99124609	99124696	hsa-mir-548ai
MI0003595	6	106784125	106784220	hsa-mir-587
MI0003596	6	119069047	119069143	hsa-mir-548b
MI0014169	6	120015179	120015257	hsa-mir-3144
MI0003597	6	126484631	126484713	hsa-mir-588
MI0016751	6	131792172	131792231	hsa-mir-548h-5
MI0016814	6	132115192	132115263	hsa-mir-548aj-1
MI0016063	6	134979338	134979432	hsa-mir-3662
MI0003598	6	135239160	135239256	hsa-mir-548a-2
MI0014170	6	138435213	138435294	hsa-mir-3145
MI0016069	6	140205252	140205326	hsa-mir-3668
MI0016816	6	140683814	140683883	hsa-mir-4465
MI0039733	6	151102675	151102776	hsa-mir-12131
MI0014171	6	154853360	154853436	hsa-mir-1273c
MI0006334	6	155946797	155946879	hsa-mir-1202
MI0016817	6	156779678	156779731	hsa-mir-4466
MI0016093	6	157529132	157529200	hsa-mir-3692
MI0023619	6	158609707	158609790	hsa-mir-7161
MI0016424	6	158764661	158764753	hsa-mir-3918
MI0008334	6	166509354	166509433	hsa-mir-1913
MI0016596	6	166997807	166997912	hsa-mir-3939
MI0017271	6	170330761	170330844	hsa-mir-4644
MI0000815	7	1022933	1023026	hsa-mir-339
MI0017283	7	1844180	1844253	hsa-mir-4655
MI0022682	7	2257515	2257577	hsa-mir-6836
MI0017275	7	2527074	2527145	hsa-mir-4648
MI0017284	7	4788565	4788639	hsa-mir-4656
MI0003599	7	5495819	5495917	hsa-mir-589
MI0022721	7	5711840	5711910	hsa-mir-6874
MI0016084	7	7066964	7067045	hsa-mir-3683
MI0006367	7	18127220	18127309	hsa-mir-1302-6
MI0014172	7	19705358	19705436	hsa-mir-3146
MI0006276	7	21471058	21471146	hsa-mir-1183
MI0000253	7	25949919	25949986	hsa-mir-148a
MI0001150	7	27169480	27169563	hsa-mir-196b
MI0003762	7	29680734	29680828	hsa-mir-550a-3
MI0003600	7	30289794	30289890	hsa-mir-550a-1
MI0016686	7	30289794	30289890	hsa-mir-550b-1
MI0016687	7	32732981	32733077	hsa-mir-550b-2
MI0003601	7	32732981	32733077	hsa-mir-550a-2
MI0006399	7	34940760	34940834	hsa-mir-548n
MI0006332	7	36919357	36919432	hsa-mir-1200
MI0016600	7	43150895	43150994	hsa-mir-3943
MI0022683	7	44051766	44051829	hsa-mir-6837
MI0022684	7	44073378	44073433	hsa-mir-6838
MI0017276	7	44110849	44110912	hsa-mir-4649
MI0017285	7	44881748	44881800	hsa-mir-4657
MI0015892	7	56955785	56955864	hsa-mir-4283-1
MI0014173	7	57405025	57405090	hsa-mir-3147
MI0015982	7	63621090	63621169	hsa-mir-4283-2
MI0022685	7	64679064	64679176	hsa-mir-6839
MI0017277	7	67114322	67114397	hsa-mir-4650-1
MI0016419	7	71307672	71307770	hsa-mir-3914-1
MI0016421	7	71307674	71307768	hsa-mir-3914-2
MI0017278	7	72697903	72697978	hsa-mir-4650-2
MI0015893	7	73711317	73711397	hsa-mir-4284
MI0003602	7	74191198	74191294	hsa-mir-590
MI0033672	7	74595968	74596026	hsa-mir-10525
MI0017279	7	75915197	75915269	hsa-mir-4651
MI0006346	7	92204015	92204098	hsa-mir-1285-1
MI0003674	7	93482760	93482855	hsa-mir-653
MI0003124	7	93483936	93484019	hsa-mir-489
MI0017280	7	93716928	93717005	hsa-mir-4652
MI0003603	7	96219662	96219756	hsa-mir-591
MI0019297	7	97963658	97963726	hsa-mir-5692a-1
MI0019289	7	97964405	97964481	hsa-mir-5692c-2
MI0015999	7	98881650	98881729	hsa-mir-3609
MI0039721	7	99409172	99409264	hsa-mir-12119
MI0000082	7	100093560	100093643	hsa-mir-25
MI0000095	7	100093768	100093847	hsa-mir-93
MI0000734	7	100093993	100094074	hsa-mir-106b
MI0017286	7	100156605	100156669	hsa-mir-4658
MI0022686	7	100356651	100356721	hsa-mir-6840
MI0022722	7	100868036	100868107	hsa-mir-6875
MI0017281	7	101159473	101159555	hsa-mir-4653
MI0015891	7	102293103	102293187	hsa-mir-4285
MI0006402	7	102405742	102405855	hsa-mir-548o
MI0017979	7	102465742	102465826	hsa-mir-5090
MI0016818	7	102471469	102471531	hsa-mir-4467
MI0016067	7	114653345	114653455	hsa-mir-3666
MI0021277	7	117020211	117020319	hsa-mir-6132
MI0003604	7	127058088	127058184	hsa-mir-592
MI0003605	7	128081861	128081960	hsa-mir-593
MI0000252	7	128207872	128207943	hsa-mir-129-1
MI0000272	7	129770383	129770492	hsa-mir-182
MI0000098	7	129774692	129774769	hsa-mir-96
MI0000273	7	129774905	129775014	hsa-mir-183
MI0000816	7	130496111	130496204	hsa-mir-335
MI0000087	7	130876747	130876810	hsa-mir-29a
MI0000105	7	130877459	130877539	hsa-mir-29b-1
MI0016054	7	133034860	133034915	hsa-mir-3654
MI0021278	7	133290881	133290988	hsa-mir-6133
MI0022221	7	135206994	135207078	hsa-mir-6509
MI0003125	7	136903167	136903294	hsa-mir-490
MI0016819	7	138123758	138123821	hsa-mir-4468
MI0033423	7	139044100	139044157	hsa-mir-10399
MI0036559	7	142474527	142474603	hsa-mir-11400
MI0022739	7	143382686	143382800	hsa-mir-6892
MI0006377	7	147378017	147378121	hsa-mir-548f-4
MI0003760	7	151238421	151238538	hsa-mir-671
MI0016410	7	151433489	151433639	hsa-mir-3907
MI0000464	7	157574336	157574422	hsa-mir-153-2
MI0003607	7	158532718	158532813	hsa-mir-595
MI0019315	7	158591616	158591696	hsa-mir-5707
MI0016075	8	1801125	1801192	hsa-mir-3674
MI0003608	8	1817231	1817307	hsa-mir-596
MI0023621	8	2076589	2076640	hsa-mir-7160
MI0025891	8	6622124	6622220	hsa-mir-8055
MI0017287	8	6745164	6745244	hsa-mir-4659a
MI0017291	8	6745168	6745240	hsa-mir-4659b
MI0006423	8	8088941	8089089	hsa-mir-548i-3
MI0017288	8	9048445	9048518	hsa-mir-4660
MI0003609	8	9741672	9741768	hsa-mir-597
MI0000443	8	9903388	9903472	hsa-mir-124-1
MI0015894	8	10666978	10667070	hsa-mir-4286
MI0006653	8	10825373	10825443	hsa-mir-1322
MI0003610	8	11035206	11035302	hsa-mir-598
MI0019298	8	12719132	12719190	hsa-mir-5692a-2
MI0016434	8	12727232	12727304	hsa-mir-3926-1
MI0016437	8	12727237	12727299	hsa-mir-3926-2
MI0000791	8	14853438	14853510	hsa-mir-383
MI0014174	8	17681578	17681657	hsa-mir-548v
MI0000542	8	22244966	22245037	hsa-mir-320a
MI0022687	8	24953796	24953867	hsa-mir-6841
MI0022723	8	25345402	25345474	hsa-mir-6876
MI0006414	8	27048853	27048963	hsa-mir-548h-4
MI0022688	8	27433370	27433434	hsa-mir-6842
MI0022689	8	27610601	27610751	hsa-mir-6843
MI0016014	8	27701673	27701767	hsa-mir-3622b
MI0016013	8	27701677	27701759	hsa-mir-3622a
MI0015895	8	27886039	27886116	hsa-mir-4287
MI0015896	8	28505116	28505182	hsa-mir-4288
MI0014175	8	29957272	29957348	hsa-mir-3148
MI0017871	8	41271048	41271143	hsa-mir-548ao
MI0002470	8	41660441	41660508	hsa-mir-486-1
MI0023622	8	41660444	41660507	hsa-mir-486-2
MI0016820	8	42896197	42896275	hsa-mir-4469
MI0016821	8	61714788	61714859	hsa-mir-4470
MI0000444	8	64379149	64379257	hsa-mir-124-2
MI0019281	8	74548543	74548617	hsa-mir-5681a
MI0019293	8	74548550	74548609	hsa-mir-5681b
MI0010486	8	74705693	74705747	hsa-mir-2052
MI0014176	8	76966768	76966850	hsa-mir-3149
MI0039725	8	79332188	79332274	hsa-mir-12123
MI0019316	8	80241389	80241473	hsa-mir-5708
MI0017289	8	91205485	91205559	hsa-mir-4661
MI0025920	8	93029751	93029839	hsa-mir-8084
MI0003840	8	93916022	93916119	hsa-mir-378d-2
MI0016426	8	95072911	95072996	hsa-mir-3150b
MI0014177	8	95072914	95072993	hsa-mir-3150a
MI0031831	8	98393645	98393738	hsa-mir-9903
MI0003611	8	99536636	99536730	hsa-mir-599
MI0005541	8	99536786	99536861	hsa-mir-875
MI0016822	8	100382763	100382845	hsa-mir-4471
MI0025241	8	100702968	100703024	hsa-mir-7705
MI0019280	8	102125432	102125515	hsa-mir-5680
MI0014178	8	103154614	103154689	hsa-mir-3151
MI0003612	8	104484369	104484465	hsa-mir-548a-3
MI0010487	8	112643493	112643583	hsa-mir-2053
MI0016000	8	116874728	116874800	hsa-mir-3610
MI0022212	8	119325171	119325265	hsa-mir-548az
MI0017292	8	123215788	123215863	hsa-mir-4663
MI0016689	8	123348034	123348130	hsa-mir-548aa-1
MI0003668	8	123348034	123348130	hsa-mir-548d-1
MI0022690	8	124508515	124508576	hsa-mir-6844
MI0017293	8	124821978	124822058	hsa-mir-4662b
MI0017290	8	124821985	124822051	hsa-mir-4662a
MI0006337	8	127795962	127796028	hsa-mir-1204
MI0006338	8	127960633	127960695	hsa-mir-1205
MI0006339	8	128008898	128008956	hsa-mir-1206
MI0006340	8	128049152	128049238	hsa-mir-1207
MI0006341	8	128150116	128150188	hsa-mir-1208
MI0016087	8	129484057	129484142	hsa-mir-3686
MI0018173	8	130008334	130008453	hsa-mir-5194
MI0025518	8	133046481	133046581	hsa-mir-7848
MI0000441	8	134800520	134800607	hsa-mir-30b
MI0000255	8	134804876	134804945	hsa-mir-30d
MI0000809	8	140732564	140732653	hsa-mir-151a
MI0006368	8	141786242	141786313	hsa-mir-1302-7
MI0016823	8	142176339	142176418	hsa-mir-4472-1
MI0017294	8	143733083	143733153	hsa-mir-4664
MI0005759	8	143812957	143813042	hsa-mir-937
MI0022691	8	143837756	143837816	hsa-mir-6845
MI0003669	8	143945191	143945279	hsa-mir-661
MI0022692	8	144057321	144057380	hsa-mir-6846
MI0022693	8	144079874	144079942	hsa-mir-6847
MI0022963	8	144262673	144262737	hsa-mir-7112
MI0022694	8	144317246	144317315	hsa-mir-6848
MI0005761	8	144394149	144394230	hsa-mir-939
MI0006324	8	144400086	144400165	hsa-mir-1234
MI0022695	8	144400277	144400345	hsa-mir-6849
MI0022740	8	144435551	144435619	hsa-mir-6893
MI0033424	8	144462485	144462539	hsa-mir-10400
MI0022696	8	144791931	144791991	hsa-mir-6850
MI0015978	9	30144	30281	hsa-mir-1302-9
MI0000739	9	4850297	4850375	hsa-mir-101-2
MI0017295	9	6007826	6007904	hsa-mir-4665
MI0014179	9	18573306	18573379	hsa-mir-3152
MI0016825	9	20411148	20411238	hsa-mir-4473
MI0016826	9	20502265	20502342	hsa-mir-4474
MI0003126	9	20716105	20716188	hsa-mir-491
MI0000089	9	21512115	21512185	hsa-mir-31
MI0005542	9	28863626	28863706	hsa-mir-876
MI0005564	9	28888879	28888955	hsa-mir-873
MI0039719	9	33108692	33108765	hsa-mir-12117
MI0022697	9	33467869	33467935	hsa-mir-6851
MI0017297	9	35608094	35608159	hsa-mir-4667
MI0022698	9	35710676	35710741	hsa-mir-6852
MI0022699	9	35732922	35732995	hsa-mir-6853
MI0016827	9	36823539	36823599	hsa-mir-4475
MI0016911	9	36864254	36864308	hsa-mir-4540
MI0016828	9	36893462	36893531	hsa-mir-4476
MI0006359	9	40929010	40929092	hsa-mir-1299
MI0016829	9	41233755	41233835	hsa-mir-4477a
MI0016830	9	41233755	41233835	hsa-mir-4477b
MI0016830_2	9	63819574	63819654	hsa-mir-4477b
MI0016829_2	9	63819574	63819654	hsa-mir-4477a
MI0000284	9	70809975	70810084	hsa-mir-204
MI0000263	9	83969748	83969857	hsa-mir-7-1
MI0015898	9	88745836	88745905	hsa-mir-4289
MI0014180	9	89312225	89312306	hsa-mir-3153
MI0015899	9	90023441	90023535	hsa-mir-4290
MI0016414	9	91636251	91636361	hsa-mir-3910-1
MI0016431	9	91636264	91636345	hsa-mir-3910-2
MI0016051	9	92292458	92292547	hsa-mir-3651
MI0017301	9	92527984	92528058	hsa-mir-4670
MI0019145	9	93594841	93594894	hsa-mir-548au
MI0015900	9	93819357	93819421	hsa-mir-4291
MI0000060	9	94175957	94176036	hsa-let-7a-1
MI0000067	9	94176347	94176433	hsa-let-7f-1
MI0000065	9	94178834	94178920	hsa-let-7d
MI0011285	9	94809962	94810057	hsa-mir-2278
MI0020358	9	95065350	95065446	hsa-mir-6081
MI0000439	9	95085208	95085304	hsa-mir-23b
MI0000440	9	95085445	95085541	hsa-mir-27b
MI0014181	9	95086014	95086094	hsa-mir-3074
MI0000080	9	95086021	95086088	hsa-mir-24-1
MI0006369	9	97363554	97363681	hsa-mir-1302-8
MI0022700	9	98229149	98229217	hsa-mir-6854
MI0025917	9	106600928	106601022	hsa-mir-8081
MI0000090	9	109046229	109046298	hsa-mir-32
MI0016435	9	109511475	109511545	hsa-mir-3927
MI0025238	9	111271156	111271214	hsa-mir-7702
MI0017298	9	111932100	111932169	hsa-mir-4668
MI0003513	9	114209434	114209529	hsa-mir-455
MI0000262	9	120244979	120245050	hsa-mir-147a
MI0016831	9	122120082	122120167	hsa-mir-4478
MI0003613	9	123111546	123111643	hsa-mir-600
MI0003614	9	123402525	123402603	hsa-mir-601
MI0023610	9	123485529	123485622	hsa-mir-7150
MI0000269	9	124692442	124692551	hsa-mir-181a-2
MI0000683	9	124693710	124693798	hsa-mir-181b-2
MI0016415	9	127690687	127690795	hsa-mir-3911
MI0016964	9	127785833	127785923	hsa-mir-3960
MI0013006	9	127785918	127786007	hsa-mir-2861
MI0017303	9	127869415	127869495	hsa-mir-4672
MI0000282	9	128244721	128244830	hsa-mir-199b
MI0014182	9	128244947	128245030	hsa-mir-3154
MI0000740	9	128392618	128392714	hsa-mir-219a-2
MI0017299	9	128392621	128392708	hsa-mir-219b
MI0022701	9	129869605	129869671	hsa-mir-6855
MI0039728	9	130241387	130241488	hsa-mir-12126
MI0022702	9	130626297	130626363	hsa-mir-6856
MI0019283	9	132945707	132945771	hsa-mir-548aw
MI0022724	9	133051996	133052059	hsa-mir-6877
MI0017300	9	134379411	134379472	hsa-mir-4669
MI0016832	9	134849298	134849369	hsa-mir-3689c
MI0016090	9	134849487	134849564	hsa-mir-3689a
MI0016834	9	134849609	134849682	hsa-mir-3689d-1
MI0016411	9	134850125	134850272	hsa-mir-3689b
MI0016835	9	134850277	134850356	hsa-mir-3689d-2
MI0016836	9	134850570	134850641	hsa-mir-3689e
MI0016837	9	134850742	134850807	hsa-mir-3689f
MI0017304	9	136519568	136519626	hsa-mir-4673
MI0017305	9	136546173	136546259	hsa-mir-4674
MI0000471	9	136670602	136670686	hsa-mir-126
MI0022557	9	136746893	136746970	hsa-mir-6722
MI0015897	9	136830957	136831023	hsa-mir-4292
MI0016838	9	136886733	136886803	hsa-mir-4479
MI0016012	9	137169186	137169270	hsa-mir-3621
MI0022965	9	137450026	137450086	hsa-mir-7114
MI0003615	9	137838419	137838516	hsa-mir-602
MI0019306	10	641689	641778	hsa-mir-5699
MI0020349	10	2076019	2076089	hsa-mir-6072
MI0020355	10	3991160	3991259	hsa-mir-6078
MI0014183	10	6152196	6152277	hsa-mir-3155a
MI0016839	10	6152207	6152262	hsa-mir-3155b
MI0016840	10	12130760	12130816	hsa-mir-548ak
MI0016841	10	12578753	12578823	hsa-mir-4480
MI0016842	10	12653138	12653197	hsa-mir-4481
MI0010637	10	12725254	12725353	hsa-mir-548q
MI0015826	10	14383200	14383277	hsa-mir-4293
MI0006401	10	14436576	14436661	hsa-mir-1265
MI0003127	10	17845107	17845193	hsa-mir-511
MI0017306	10	20551970	20552046	hsa-mir-4675
MI0008336	10	21496562	21496641	hsa-mir-1915
MI0003616	10	24275685	24275781	hsa-mir-603
MI0025922	10	28289258	28289350	hsa-mir-8086
MI0003617	10	29545004	29545097	hsa-mir-604
MI0005760	10	29602264	29602346	hsa-mir-938
MI0023623	10	30368597	30368665	hsa-mir-7162
MI0016001	10	35079598	35079680	hsa-mir-3611
MI0017315	10	35641172	35641252	hsa-mir-4683
MI0019116	10	42997563	42997681	hsa-mir-5100
MI0014184	10	45164014	45164088	hsa-mir-3156-1
MI0015827	10	48985512	48985587	hsa-mir-4294
MI0003618	10	51299573	51299655	hsa-mir-605
MI0006374	10	54607874	54607957	hsa-mir-548f-1
MI0016432	10	57304479	57304559	hsa-mir-3924
MI0003780	10	63372957	63373048	hsa-mir-1296
MI0023611	10	67403351	67403410	hsa-mir-7151
MI0023612	10	71790747	71790800	hsa-mir-7152
MI0017307	10	72721029	72721100	hsa-mir-4676
MI0003619	10	75552458	75552553	hsa-mir-606
MI0000826	10	86264694	86264788	hsa-mir-346
MI0017309	10	87503881	87503954	hsa-mir-4678
MI0017311	10	89063335	89063411	hsa-mir-4679-2
MI0017310	10	89063336	89063410	hsa-mir-4679-1
MI0000114	10	89592747	89592827	hsa-mir-107
MI0014185	10	96064315	96064399	hsa-mir-3157
MI0003620	10	96828669	96828764	hsa-mir-607
MI0039500	10	97875813	97875897	hsa-mir-3085
MI0006349	10	98395218	98395307	hsa-mir-1287
MI0017317	10	98431292	98431360	hsa-mir-4685
MI0022219	10	98924499	98924568	hsa-mir-6507
MI0003621	10	100974985	100975084	hsa-mir-608
MI0014186	10	101601417	101601497	hsa-mir-3158-1
MI0014187	10	101601417	101601497	hsa-mir-3158-2
MI0003129	10	102436512	102436584	hsa-mir-146b
MI0006444	10	103394253	103394401	hsa-mir-1307
MI0005758	10	104048089	104048186	hsa-mir-936
MI0003622	10	104218789	104218883	hsa-mir-609
MI0016843	10	104268336	104268405	hsa-mir-4482
MI0017312	10	110898090	110898155	hsa-mir-4680
MI0006344	10	110988926	110989013	hsa-mir-548e
MI0022549	10	112299612	112299688	hsa-mir-6715b
MI0022548	10	112299612	112299690	hsa-mir-6715a
MI0015822	10	112634170	112634254	hsa-mir-4295
MI0016844	10	113777993	113778054	hsa-mir-4483
MI0010629	10	114174105	114174179	hsa-mir-2110
MI0039502	10	116827488	116827568	hsa-mir-9851
MI0016064	10	117167678	117167774	hsa-mir-3663
MI0017313	10	119377972	119378043	hsa-mir-4681
MI0017314	10	119958513	119958592	hsa-mir-4682
MI0016598	10	122416965	122417067	hsa-mir-3941
MI0015823	10	125032783	125032870	hsa-mir-4296
MI0016845	10	125819740	125819822	hsa-mir-4484
MI0015824	10	129843299	129843374	hsa-mir-4297
MI0015825	10	130962588	130962668	hsa-mir-378c
MI0003130	10	133247511	133247620	hsa-mir-202
MI0016601	10	133371556	133371663	hsa-mir-3944
MI0022588	11	209336	209406	hsa-mir-6743
MI0000286	11	568089	568198	hsa-mir-210
MI0022589	11	1256605	1256670	hsa-mir-6744
MI0015830	11	1859464	1859536	hsa-mir-4298
MI0025517	11	1880045	1880147	hsa-mir-7847
MI0005416	11	1996759	1996831	hsa-mir-675
MI0002467	11	2134134	2134209	hsa-mir-483
MI0017318	11	2173063	2173138	hsa-mir-4686
MI0017319	11	3856062	3856141	hsa-mir-4687
MI0006417	11	7234766	7234837	hsa-mir-302e
MI0019296	11	9090312	9090379	hsa-mir-5691
MI0016846	11	10508270	10508326	hsa-mir-4485
MI0015829	11	11656651	11656722	hsa-mir-4299
MI0025906	11	11783135	11783222	hsa-mir-8070
MI0021258	11	12163683	12163767	hsa-mir-6124
MI0020350	11	15969533	15969621	hsa-mir-6073
MI0014188	11	18387787	18387860	hsa-mir-3159
MI0016847	11	19575310	19575372	hsa-mir-4486
MI0017327	11	19760004	19760083	hsa-mir-4694
MI0025890	11	23419105	23419190	hsa-mir-8054
MI0025923	11	27514970	27515047	hsa-mir-8087
MI0003623	11	28056815	28056910	hsa-mir-610
MI0025904	11	28477481	28477548	hsa-mir-8068
MI0017320	11	34941837	34941920	hsa-mir-1343
MI0016991	11	36010098	36010204	hsa-mir-3973
MI0003933	11	43559656	43559753	hsa-mir-670
MI0000473	11	43581394	43581483	hsa-mir-129-2
MI0023614	11	45691704	45691776	hsa-mir-7154
MI0017321	11	46376402	46376484	hsa-mir-4688
MI0014189	11	46451805	46451889	hsa-mir-3160-1
MI0014190	11	46451807	46451887	hsa-mir-3160-2
MI0019138	11	46753125	46753192	hsa-mir-5582
MI0022590	11	47179611	47179737	hsa-mir-6745
MI0016848	11	47400970	47401042	hsa-mir-4487
MI0014191	11	48096782	48096858	hsa-mir-3161
MI0021272	11	56743873	56743981	hsa-mir-6128
MI0000448	11	57641198	57641286	hsa-mir-130a
MI0014192	11	59595077	59595158	hsa-mir-3162
MI0022215	11	60209071	60209156	hsa-mir-6503
MI0016849	11	61508596	61508657	hsa-mir-4488
MI0003624	11	61792495	61792561	hsa-mir-611
MI0008329	11	61815161	61815240	hsa-mir-1908
MI0022591	11	61878216	61878278	hsa-mir-6746
MI0022592	11	62567011	62567071	hsa-mir-6747
MI0022593	11	62789815	62789885	hsa-mir-6748
MI0022226	11	62792702	62792771	hsa-mir-6514
MI0023615	11	64341849	64341904	hsa-mir-7155
MI0006327	11	64368602	64368703	hsa-mir-1237
MI0033416	11	64878523	64878609	hsa-mir-10392
MI0000234	11	64891137	64891246	hsa-mir-192
MI0000732	11	64891355	64891439	hsa-mir-194-2
MI0022595	11	64898363	64898437	hsa-mir-6750
MI0022594	11	64902387	64902455	hsa-mir-6749
MI0022726	11	65018505	65018570	hsa-mir-6879
MI0022596	11	65129916	65129978	hsa-mir-6751
MI0003625	11	65444458	65444557	hsa-mir-612
MI0017323	11	65636310	65636369	hsa-mir-4690
MI0016850	11	65649192	65649253	hsa-mir-4489
MI0014193	11	66934434	66934506	hsa-mir-3163
MI0022707	11	67045643	67045708	hsa-mir-6860
MI0022597	11	67490245	67490315	hsa-mir-6752
MI0022964	11	68032864	68032922	hsa-mir-7113
MI0017324	11	68033897	68033981	hsa-mir-4691
MI0022598	11	68044794	68044957	hsa-mir-6753
MI0014194	11	69083176	69083258	hsa-mir-3164
MI0006354	11	70283955	70284070	hsa-mir-548k
MI0016065	11	70872270	70872368	hsa-mir-3664
MI0022599	11	71473503	71473568	hsa-mir-6754
MI0014195	11	72072228	72072302	hsa-mir-3165
MI0000261	11	72615063	72615130	hsa-mir-139
MI0017325	11	72783530	72783592	hsa-mir-4692
MI0016851	11	74399237	74399333	hsa-mir-548al
MI0017329	11	74720268	74720337	hsa-mir-4696
MI0000808	11	75335092	75335186	hsa-mir-326
MI0005543	11	79402022	79402109	hsa-mir-708
MI0019133	11	79422169	79422226	hsa-mir-5579
MI0015831	11	81890741	81890836	hsa-mir-4300
MI0022600	11	86278333	86278398	hsa-mir-6755
MI0014196	11	88176502	88176593	hsa-mir-3166
MI0016852	11	90555774	90555857	hsa-mir-4490
MI0006396	11	90869121	90869202	hsa-mir-1261
MI0006371	11	93733674	93733764	hsa-mir-1304
MI0006361	11	94466495	94466580	hsa-mir-548l
MI0014197	11	96341438	96341526	hsa-mir-1260b
MI0016427	11	101519820	101519905	hsa-mir-3920
MI0017326	11	103849906	103849980	hsa-mir-4693
MI0016853	11	111347757	111347824	hsa-mir-4491
MI0000742	11	111512938	111513021	hsa-mir-34b
MI0000743	11	111513439	111513515	hsa-mir-34c
MI0015828	11	113450023	113450088	hsa-mir-4301
MI0022550	11	118644000	118644079	hsa-mir-6716
MI0016854	11	118910708	118910787	hsa-mir-4492
MI0022601	11	119312950	119313012	hsa-mir-6756
MI0000446	11	122099757	122099844	hsa-mir-125b-1
MI0000061	11	122146522	122146593	hsa-let-7a-2
MI0033673	11	122152103	122152156	hsa-mir-10526
MI0000102	11	122152229	122152308	hsa-mir-100
MI0016855	11	123381440	123381512	hsa-mir-4493
MI0014198	11	126988458	126988542	hsa-mir-3167
MI0020367	11	128522390	128522449	hsa-mir-6090
MI0025888	11	130666735	130666803	hsa-mir-8052
MI0017330	11	133898504	133898581	hsa-mir-4697
MI0016049	12	1660315	1660380	hsa-mir-3649
MI0000650	12	6963699	6963766	hsa-mir-200c
MI0000457	12	6964097	6964191	hsa-mir-141
MI0015975	12	9239467	9239551	hsa-mir-1244-3
MI0031511	12	12111952	12112036	hsa-mir-1244-4
MI0003626	12	12764649	12764743	hsa-mir-613
MI0003627	12	12915829	12915918	hsa-mir-614
MI0016992	12	17673299	17673394	hsa-mir-3974
MI0005712	12	24212421	24212495	hsa-mir-920
MI0015833	12	25874020	25874079	hsa-mir-4302
MI0025521	12	42323700	42323859	hsa-mir-7851
MI0017331	12	47187812	47187891	hsa-mir-4698
MI0016856	12	47364186	47364269	hsa-mir-4494
MI0022217	12	48132797	48132867	hsa-mir-6505
MI0006353	12	48654444	48654530	hsa-mir-1291
MI0017334	12	48771975	48772037	hsa-mir-4701
MI0006355	12	50234142	50234212	hsa-mir-1293
MI0031826	12	52898889	52898984	hsa-mir-9898
MI0022602	12	53056944	53057012	hsa-mir-6757
MI0000279	12	53991738	53991847	hsa-mir-196a-2
MI0003628	12	54033950	54034045	hsa-mir-615
MI0017335	12	54231397	54231476	hsa-mir-3198-2
MI0000811	12	54337216	54337314	hsa-mir-148b
MI0006318	12	57194504	57194576	hsa-mir-1228
MI0022603	12	57512688	57512750	hsa-mir-6758
MI0003629	12	57519163	57519259	hsa-mir-616
MI0022604	12	57748618	57748682	hsa-mir-6759
MI0000750	12	57824609	57824692	hsa-mir-26a-2
MI0021259	12	62260359	62260454	hsa-mir-6125
MI0000434	12	62603686	62603769	hsa-let-7i
MI0033674	12	63823663	63823727	hsa-mir-10527
MI0003630	12	64622509	64622605	hsa-mir-548c
MI0016688	12	64622509	64622605	hsa-mir-548z
MI0020351	12	66023620	66023726	hsa-mir-6074
MI0022214	12	66251082	66251157	hsa-mir-6502
MI0006426	12	69273157	69273218	hsa-mir-1279
MI0016417	12	69584722	69584823	hsa-mir-3913-1
MI0016418	12	69584723	69584822	hsa-mir-3913-2
MI0006434	12	79419257	79419321	hsa-mir-1252
MI0003631	12	80832533	80832629	hsa-mir-617
MI0003632	12	80935736	80935833	hsa-mir-618
MI0017332	12	81158388	81158461	hsa-mir-4699
MI0039499	12	86745068	86745149	hsa-mir-3059
MI0019307	12	94561789	94561859	hsa-mir-5700
MI0025514	12	94571231	94571352	hsa-mir-7844
MI0003131	12	94834398	94834513	hsa-mir-492
MI0000812	12	95308420	95308513	hsa-mir-331
MI0016086	12	95309923	95309984	hsa-mir-3685
MI0006386	12	97491909	97491978	hsa-mir-1251
MI0000453	12	97563812	97563911	hsa-mir-135a-2
MI0016857	12	97939056	97939121	hsa-mir-4495
MI0015834	12	97995383	97995448	hsa-mir-4303
MI0008195	12	100189884	100189949	hsa-mir-1827
MI0016052	12	103930425	103930555	hsa-mir-3652
MI0016429	12	104591633	104591716	hsa-mir-3922
MI0016858	12	108635810	108635870	hsa-mir-4496
MI0003633	12	108836908	108837006	hsa-mir-619
MI0016859	12	109833348	109833436	hsa-mir-4497
MI0022605	12	111304142	111304209	hsa-mir-6760
